Время[c],Напряжение[В]
0.3464,1.3972
0.3470,1.3972
0.3476,1.3972
0.3481,1.3972
0.3487,1.3972
0.3492,1.3972
0.3497,1.3972
0.3502,1.3972
0.3508,1.3972
0.3513,1.3972
0.3518,1.3972
0.3523,1.3972
0.3528,1.4022
0.3534,1.3972
0.3539,1.3972
0.3545,1.3972
0.3550,1.3921
0.3555,1.3972
0.3560,1.4022
0.3566,1.3972
0.3571,1.3972
0.3576,1.3972
0.3581,1.4022
0.3587,1.3972
0.3592,1.3972
0.3597,1.3972
0.3603,1.3921
0.3608,1.3972
0.3613,1.3921
0.3618,1.3972
0.3624,1.3921
0.3629,1.3972
0.3634,1.3972
0.3639,1.3921
0.3644,1.3972
0.3650,1.3972
0.3655,1.3921
0.3660,1.3972
0.3665,1.3921
0.3671,1.3921
0.3676,1.3972
0.3681,1.3972
0.3686,1.3972
0.3691,1.3972
0.3697,1.3972
0.3702,1.3972
0.3707,1.3972
0.3712,1.3972
0.3717,1.3921
0.3723,1.3972
0.3728,1.3972
0.3733,1.3972
0.3738,1.3921
0.3744,1.3972
0.3749,1.3921
0.3754,1.3921
0.3759,1.3972
0.3765,1.3972
0.3770,1.3972
0.3775,1.3972
0.3780,1.3972
0.3786,1.3972
0.3791,1.3972
0.3796,1.3972
0.3801,1.3972
0.3806,1.3972
0.3812,1.3972
0.3817,1.3921
0.3822,1.3972
0.3827,1.3972
0.3833,1.3972
0.3838,1.3921
0.3843,1.3972
0.3848,1.3921
0.3853,1.3972
0.3859,1.3972
0.3864,1.3972
0.3869,1.3921
0.3874,1.3921
0.3880,1.3921
0.3885,1.3972
0.3890,1.3921
0.3895,1.3921
0.3900,1.3972
0.3906,1.3972
0.3911,1.3972
0.3916,1.3921
0.3921,1.3972
0.3926,1.3972
0.3932,1.3972
0.3937,1.3921
0.3942,1.3972
0.3947,1.3972
0.3953,1.3972
0.3958,1.3972
0.3963,1.3921
0.3968,1.3921
0.3973,1.3972
0.3979,1.3972
0.3984,1.3972
0.3989,1.3972
0.3994,1.3972
0.4000,1.3921
0.4005,1.3921
0.4010,1.3972
0.4015,1.3972
0.4020,1.3972
0.4026,1.3972
0.4031,1.3921
0.4036,1.3921
0.4041,1.3972
0.4046,1.3921
0.4052,1.3972
0.4057,1.3921
0.4062,1.3921
0.4067,1.3921
0.4073,1.3972
0.4078,1.3972
0.4083,1.3972
0.4088,1.3921
0.4094,1.3921
0.4099,1.3972
0.4104,1.3921
0.4109,1.3921
0.4114,1.3972
0.4120,1.3972
0.4125,1.3921
0.4130,1.3921
0.4136,1.3972
0.4141,1.3972
0.4146,1.3972
0.4151,1.3921
0.4156,1.3972
0.4162,1.3921
0.4167,1.3921
0.4172,1.3972
0.4177,1.3972
0.4183,1.3972
0.4188,1.3921
0.4193,1.3921
0.4198,1.3972
0.4204,1.3972
0.4209,1.3921
0.4214,1.3972
0.4219,1.3921
0.4225,1.3921
0.4230,1.3921
0.4235,1.3921
0.4240,1.3921
0.4245,1.3921
0.4251,1.3921
0.4256,1.3921
0.4261,1.3972
0.4266,1.3972
0.4272,1.3972
0.4277,1.3921
0.4282,1.3921
0.4287,1.3972
0.4293,1.3972
0.4298,1.3972
0.4303,1.3972
0.4308,1.3972
0.4313,1.3972
0.4319,1.3921
0.4324,1.3921
0.4329,1.3921
0.4334,1.3921
0.4340,1.3972
0.4345,1.3972
0.4350,1.3972
0.4355,1.3972
0.4361,1.3921
0.4366,1.3972
0.4371,1.3921
0.4376,1.3921
0.4382,1.3972
0.4387,1.3972
0.4392,1.3921
0.4397,1.3972
