Время[c],Напряжение[В]
0.4630,1.1853
0.4635,1.1803
0.4640,1.1853
0.4645,1.1853
0.4651,1.1853
0.4656,1.1853
0.4661,1.1904
0.4666,1.1853
0.4671,1.1904
0.4677,1.1853
0.4682,1.1904
0.4687,1.1853
0.4692,1.1853
0.4698,1.1853
0.4703,1.1904
0.4708,1.1853
0.4713,1.1853
0.4719,1.1904
0.4724,1.1853
0.4729,1.1853
0.4734,1.1853
0.4739,1.1853
0.4745,1.1853
0.4750,1.1853
0.4755,1.1853
0.4760,1.1853
0.4766,1.1853
0.4771,1.1853
0.4776,1.1853
0.4781,1.1803
0.4787,1.1853
0.4792,1.1853
0.4797,1.1853
0.4802,1.1853
0.4807,1.1803
0.4813,1.1853
0.4818,1.1853
0.4823,1.1853
0.4828,1.1904
0.4834,1.1904
0.4839,1.1853
0.4844,1.1803
0.4849,1.1853
0.4855,1.1853
0.4860,1.1853
0.4865,1.1853
0.4870,1.1904
0.4876,1.1904
0.4881,1.1853
0.4886,1.1853
0.4891,1.1853
0.4896,1.1853
0.4902,1.1904
0.4907,1.1904
0.4912,1.1853
0.4917,1.1853
0.4923,1.1853
0.4928,1.1853
0.4933,1.1853
0.4938,1.1853
0.4944,1.1853
0.4949,1.1904
0.4954,1.1904
0.4959,1.1853
0.4964,1.1853
0.4970,1.1853
0.4975,1.1853
0.4980,1.1803
0.4985,1.1904
0.4991,1.1853
0.4996,1.1853
0.5001,1.1853
0.5006,1.1904
0.5012,1.1853
0.5017,1.1853
0.5022,1.1904
0.5027,1.1853
0.5032,1.1904
0.5038,1.1853
0.5043,1.1853
0.5048,1.1853
0.5053,1.1853
0.5059,1.1803
0.5064,1.1853
0.5069,1.1853
0.5074,1.1853
0.5080,1.1853
0.5085,1.1904
0.5090,1.1853
0.5095,1.1853
0.5100,1.1853
0.5106,1.1904
0.5111,1.1853
0.5116,1.1853
0.5121,1.1853
0.5127,1.1853
0.5132,1.1853
0.5137,1.1853
