Время[c],Напряжение[В]
0.2841,1.6242
0.2846,1.6242
0.2851,1.6242
0.2857,1.6242
0.2862,1.6191
0.2867,1.6191
0.2872,1.6191
0.2878,1.6191
0.2883,1.6191
0.2888,1.6242
0.2893,1.6242
0.2899,1.6191
0.2904,1.6191
0.2909,1.6242
0.2914,1.6242
0.2920,1.6191
0.2925,1.6191
0.2930,1.6191
0.2935,1.6191
0.2940,1.6141
0.2946,1.6191
0.2951,1.6242
0.2956,1.6191
0.2961,1.6191
0.2967,1.6242
0.2972,1.6242
0.2977,1.6242
0.2982,1.6191
0.2988,1.6242
0.2993,1.6242
0.2998,1.6242
0.3003,1.6242
0.3008,1.6242
0.3014,1.6242
0.3019,1.6191
0.3024,1.6191
0.3029,1.6191
0.3035,1.6191
0.3040,1.6191
0.3045,1.6191
0.3050,1.6242
0.3056,1.6191
0.3061,1.6242
0.3066,1.6191
0.3071,1.6191
0.3077,1.6242
0.3082,1.6191
0.3087,1.6191
0.3092,1.6242
0.3097,1.6242
0.3103,1.6191
0.3108,1.6242
0.3113,1.6191
0.3118,1.6242
0.3124,1.6191
0.3129,1.6191
0.3134,1.6191
0.3140,1.6242
0.3145,1.6242
0.3150,1.6242
0.3155,1.6242
0.3161,1.6242
0.3166,1.6191
0.3171,1.6242
0.3176,1.6242
0.3182,1.6242
0.3187,1.6242
0.3192,1.6191
0.3197,1.6242
0.3202,1.6242
0.3208,1.6242
0.3213,1.6191
0.3218,1.6242
0.3223,1.6191
0.3228,1.6242
0.3234,1.6242
0.3239,1.6242
0.3244,1.6191
0.3249,1.6191
0.3255,1.6191
0.3260,1.6242
0.3265,1.6191
0.3270,1.6191
0.3275,1.6242
0.3281,1.6191
0.3286,1.6191
0.3291,1.6242
0.3296,1.6242
0.3302,1.6242
0.3307,1.6191
0.3312,1.6141
0.3317,1.6191
0.3322,1.6191
0.3328,1.6242
0.3333,1.6242
0.3338,1.6191
0.3343,1.6191
0.3348,1.6141
0.3354,1.6191
0.3359,1.6292
0.3364,1.6242
0.3369,1.6242
0.3375,1.6141
0.3380,1.6141
0.3385,1.6191
0.3390,1.6191
0.3395,1.6242
0.3401,1.6242
0.3406,1.6242
0.3411,1.6242
0.3416,1.6191
0.3422,1.6191
0.3427,1.6191
0.3432,1.6141
0.3437,1.6242
0.3442,1.6242
0.3448,1.6242
0.3453,1.6191
0.3458,1.6242
0.3463,1.6242
0.3469,1.6242
0.3474,1.6242
0.3479,1.6242
0.3484,1.6242
0.3489,1.6242
0.3495,1.6242
0.3500,1.6242
0.3505,1.6191
0.3510,1.6242
0.3516,1.6242
0.3521,1.6242
0.3526,1.6191
0.3531,1.6242
0.3537,1.6242
0.3542,1.6292
0.3547,1.6191
0.3552,1.6191
0.3557,1.6191
0.3563,1.6242
0.3568,1.6242
0.3573,1.6191
0.3578,1.6242
0.3584,1.6242
0.3589,1.6191
0.3594,1.6242
